"Datum";"-A/965031 [kW]";"Status";
"24.02.2025 04:45:00";0;"namìøená data OK";
"24.02.2025 05:00:00";0;"namìøená data OK";
"24.02.2025 05:15:00";0;"namìøená data OK";
"24.02.2025 05:30:00";0;"namìøená data OK";
"24.02.2025 05:45:00";0;"namìøená data OK";
"24.02.2025 06:00:00";0;"namìøená data OK";
"24.02.2025 06:15:00";0;"namìøená data OK";
"24.02.2025 06:30:00";0;"namìøená data OK";
"24.02.2025 06:45:00";0;"namìøená data OK";
"24.02.2025 07:00:00";0;"namìøená data OK";
"24.02.2025 07:15:00";0;"namìøená data OK";
"24.02.2025 07:30:00";0;"namìøená data OK";
"24.02.2025 07:45:00";0;"namìøená data OK";
"24.02.2025 08:00:00";0;"namìøená data OK";
"24.02.2025 08:15:00";0;"namìøená data OK";
"24.02.2025 08:30:00";0;"namìøená data OK";
"24.02.2025 08:45:00";0;"namìøená data OK";
"24.02.2025 09:00:00";0;"namìøená data OK";
"24.02.2025 09:15:00";0,001;"namìøená data OK";
"24.02.2025 09:30:00";0,003;"namìøená data OK";
"24.02.2025 09:45:00";0,003;"namìøená data OK";
"24.02.2025 10:00:00";0,018;"namìøená data OK";
"24.02.2025 10:15:00";0,058;"namìøená data OK";
"24.02.2025 10:30:00";0,034;"namìøená data OK";
"24.02.2025 10:45:00";0,061;"namìøená data OK";
"24.02.2025 11:00:00";0,061;"namìøená data OK";
"24.02.2025 11:15:00";0,062;"namìøená data OK";
"24.02.2025 11:30:00";0,062;"namìøená data OK";
"24.02.2025 11:45:00";0,064;"namìøená data OK";
"24.02.2025 12:00:00";0,061;"namìøená data OK";
"24.02.2025 12:15:00";0,064;"namìøená data OK";
"24.02.2025 12:30:00";0,064;"namìøená data OK";
"24.02.2025 12:45:00";0,062;"namìøená data OK";
"24.02.2025 13:00:00";0,068;"namìøená data OK";
"24.02.2025 13:15:00";0,061;"namìøená data OK";
"24.02.2025 13:30:00";0,063;"namìøená data OK";
"24.02.2025 13:45:00";0,063;"namìøená data OK";
"24.02.2025 14:00:00";0,063;"namìøená data OK";
"24.02.2025 14:15:00";0,064;"namìøená data OK";
"24.02.2025 14:30:00";0,041;"namìøená data OK";
"24.02.2025 14:45:00";0,047;"namìøená data OK";
"24.02.2025 15:00:00";0,055;"namìøená data OK";
"24.02.2025 15:15:00";0,136;"namìøená data OK";
"24.02.2025 15:30:00";0,161;"namìøená data OK";
"24.02.2025 15:45:00";0,161;"namìøená data OK";
"24.02.2025 16:00:00";0,215;"namìøená data OK";
"24.02.2025 16:15:00";0,198;"namìøená data OK";
"24.02.2025 16:30:00";0,169;"namìøená data OK";
"24.02.2025 16:45:00";0,122;"namìøená data OK";
"24.02.2025 17:00:00";0,068;"namìøená data OK";
"24.02.2025 17:15:00";0,032;"namìøená data OK";
"24.02.2025 17:30:00";0,016;"namìøená data OK";
"24.02.2025 17:45:00";0,011;"namìøená data OK";
"24.02.2025 18:00:00";0,045;"namìøená data OK";
"24.02.2025 18:15:00";0,071;"namìøená data OK";
"24.02.2025 18:30:00";0,125;"namìøená data OK";
"24.02.2025 18:45:00";0,14;"namìøená data OK";
"24.02.2025 19:00:00";0,155;"namìøená data OK";
"24.02.2025 19:15:00";0,087;"namìøená data OK";
"24.02.2025 19:30:00";0;"namìøená data OK";
"24.02.2025 19:45:00";0;"namìøená data OK";
"24.02.2025 20:00:00";0;"namìøená data OK";
"24.02.2025 20:15:00";0;"namìøená data OK";
"24.02.2025 20:30:00";0;"namìøená data OK";
"24.02.2025 20:45:00";0;"namìøená data OK";
"24.02.2025 21:00:00";0;"namìøená data OK";
"24.02.2025 21:15:00";0;"namìøená data OK";
"24.02.2025 21:30:00";0;"namìøená data OK";
"24.02.2025 21:45:00";0;"namìøená data OK";
"24.02.2025 22:00:00";0;"namìøená data OK";
"24.02.2025 22:15:00";0;"namìøená data OK";
"24.02.2025 22:30:00";0;"namìøená data OK";
"24.02.2025 22:45:00";0;"namìøená data OK";
"24.02.2025 23:00:00";0;"namìøená data OK";
"24.02.2025 23:15:00";0;"namìøená data OK";
"24.02.2025 23:30:00";0;"namìøená data OK";
"24.02.2025 23:45:00";0;"namìøená data OK";
"24.02.2025 24:00:00";0;"namìøená data OK";
"25.02.2025 00:15:00";0;"namìøená data OK";
"25.02.2025 00:30:00";0;"namìøená data OK";
"25.02.2025 00:45:00";0;"namìøená data OK";
"25.02.2025 01:00:00";0;"namìøená data OK";
"25.02.2025 01:15:00";0;"namìøená data OK";
"25.02.2025 01:30:00";0;"namìøená data OK";
"25.02.2025 01:45:00";0;"namìøená data OK";
"25.02.2025 02:00:00";0;"namìøená data OK";
"25.02.2025 02:15:00";0;"namìøená data OK";
"25.02.2025 02:30:00";0;"namìøená data OK";
"25.02.2025 02:45:00";0;"namìøená data OK";
"25.02.2025 03:00:00";0;"namìøená data OK";
"25.02.2025 03:15:00";0;"namìøená data OK";
"25.02.2025 03:30:00";0;"namìøená data OK";
"25.02.2025 03:45:00";0;"namìøená data OK";
"25.02.2025 04:00:00";0;"namìøená data OK";
"25.02.2025 04:15:00";0;"namìøená data OK";
"25.02.2025 04:30:00";0;"namìøená data OK";
"25.02.2025 04:45:00";0;"namìøená data OK";
"25.02.2025 05:00:00";0;"namìøená data OK";
"25.02.2025 05:15:00";0;"namìøená data OK";
"25.02.2025 05:30:00";0;"namìøená data OK";
"25.02.2025 05:45:00";0;"namìøená data OK";
"25.02.2025 06:00:00";0;"namìøená data OK";
"25.02.2025 06:15:00";0;"namìøená data OK";
"25.02.2025 06:30:00";0;"namìøená data OK";
"25.02.2025 06:45:00";0;"namìøená data OK";
"25.02.2025 07:00:00";0;"namìøená data OK";
"25.02.2025 07:15:00";0;"namìøená data OK";
"25.02.2025 07:30:00";0,002;"namìøená data OK";
"25.02.2025 07:45:00";0,028;"namìøená data OK";
"25.02.2025 08:00:00";0,021;"namìøená data OK";
"25.02.2025 08:15:00";0,024;"namìøená data OK";
"25.02.2025 08:30:00";0,039;"namìøená data OK";
"25.02.2025 08:45:00";0,01;"namìøená data OK";
"25.02.2025 09:00:00";0,066;"namìøená data OK";
"25.02.2025 09:15:00";0,068;"namìøená data OK";
"25.02.2025 09:30:00";0,066;"namìøená data OK";
"25.02.2025 09:45:00";0,089;"namìøená data OK";
"25.02.2025 10:00:00";0,12;"namìøená data OK";
"25.02.2025 10:15:00";0,104;"namìøená data OK";
"25.02.2025 10:30:00";0,118;"namìøená data OK";
"25.02.2025 10:45:00";0,111;"namìøená data OK";
"25.02.2025 11:00:00";0,081;"namìøená data OK";
"25.02.2025 11:15:00";0,097;"namìøená data OK";
"25.02.2025 11:30:00";0,055;"namìøená data OK";
"25.02.2025 11:45:00";0,075;"namìøená data OK";
"25.02.2025 12:00:00";0,082;"namìøená data OK";
"25.02.2025 12:15:00";0,099;"namìøená data OK";
"25.02.2025 12:30:00";0,141;"namìøená data OK";
"25.02.2025 12:45:00";0,15;"namìøená data OK";
"25.02.2025 13:00:00";0,113;"namìøená data OK";
"25.02.2025 13:15:00";0,062;"namìøená data OK";
"25.02.2025 13:30:00";0,062;"namìøená data OK";
"25.02.2025 13:45:00";0,066;"namìøená data OK";
"25.02.2025 14:00:00";0,066;"namìøená data OK";
"25.02.2025 14:15:00";0,836;"namìøená data OK";
"25.02.2025 14:30:00";1,327;"namìøená data OK";
"25.02.2025 14:45:00";1,471;"namìøená data OK";
"25.02.2025 15:00:00";0,834;"namìøená data OK";
"25.02.2025 15:15:00";0,728;"namìøená data OK";
"25.02.2025 15:30:00";0,547;"namìøená data OK";
"25.02.2025 15:45:00";0,248;"namìøená data OK";
"25.02.2025 16:00:00";0,102;"namìøená data OK";
"25.02.2025 16:15:00";0,056;"namìøená data OK";
"25.02.2025 16:30:00";0,056;"namìøená data OK";
"25.02.2025 16:45:00";0,068;"namìøená data OK";
"25.02.2025 17:00:00";0,089;"namìøená data OK";
"25.02.2025 17:15:00";0,102;"namìøená data OK";
"25.02.2025 17:30:00";0,122;"namìøená data OK";
"25.02.2025 17:45:00";0,108;"namìøená data OK";
"25.02.2025 18:00:00";0,103;"namìøená data OK";
"25.02.2025 18:15:00";0,107;"namìøená data OK";
"25.02.2025 18:30:00";0,12;"namìøená data OK";
"25.02.2025 18:45:00";0,101;"namìøená data OK";
"25.02.2025 19:00:00";0,143;"namìøená data OK";
"25.02.2025 19:15:00";0,134;"namìøená data OK";
"25.02.2025 19:30:00";0,114;"namìøená data OK";
"25.02.2025 19:45:00";0,067;"namìøená data OK";
"25.02.2025 20:00:00";0,072;"namìøená data OK";
"25.02.2025 20:15:00";0,067;"namìøená data OK";
"25.02.2025 20:30:00";0,087;"namìøená data OK";
"25.02.2025 20:45:00";0,207;"namìøená data OK";
"25.02.2025 21:00:00";0,086;"namìøená data OK";
"25.02.2025 21:15:00";0,105;"namìøená data OK";
"25.02.2025 21:30:00";0,037;"namìøená data OK";
"25.02.2025 21:45:00";0,037;"namìøená data OK";
"25.02.2025 22:00:00";0,093;"namìøená data OK";
"25.02.2025 22:15:00";0,217;"namìøená data OK";
"25.02.2025 22:30:00";0,186;"namìøená data OK";
"25.02.2025 22:45:00";0,174;"namìøená data OK";
"25.02.2025 23:00:00";0,114;"namìøená data OK";
"25.02.2025 23:15:00";0,025;"namìøená data OK";
"25.02.2025 23:30:00";0,001;"namìøená data OK";
"25.02.2025 23:45:00";0;"namìøená data OK";
"25.02.2025 24:00:00";0;"namìøená data OK";
"26.02.2025 00:15:00";0;"namìøená data OK";
"26.02.2025 00:30:00";0;"namìøená data OK";
"26.02.2025 00:45:00";0;"namìøená data OK";
"26.02.2025 01:00:00";0;"namìøená data OK";
"26.02.2025 01:15:00";0;"namìøená data OK";
"26.02.2025 01:30:00";0;"namìøená data OK";
"26.02.2025 01:45:00";0;"namìøená data OK";
"26.02.2025 02:00:00";0;"namìøená data OK";
"26.02.2025 02:15:00";0;"namìøená data OK";
"26.02.2025 02:30:00";0;"namìøená data OK";
"26.02.2025 02:45:00";0;"namìøená data OK";
"26.02.2025 03:00:00";0;"namìøená data OK";
"26.02.2025 03:15:00";0;"namìøená data OK";
"26.02.2025 03:30:00";0;"namìøená data OK";
"26.02.2025 03:45:00";0;"namìøená data OK";
"26.02.2025 04:00:00";0;"namìøená data OK";
"26.02.2025 04:15:00";0;"namìøená data OK";
"26.02.2025 04:30:00";0;"namìøená data OK";
"26.02.2025 04:45:00";0;"namìøená data OK";
"26.02.2025 05:00:00";0;"namìøená data OK";
"26.02.2025 05:15:00";0;"namìøená data OK";
"26.02.2025 05:30:00";0;"namìøená data OK";
"26.02.2025 05:45:00";0;"namìøená data OK";
"26.02.2025 06:00:00";0;"namìøená data OK";
"26.02.2025 06:15:00";0;"namìøená data OK";
"26.02.2025 06:30:00";0;"namìøená data OK";
"26.02.2025 06:45:00";0;"namìøená data OK";
"26.02.2025 07:00:00";0;"namìøená data OK";
"26.02.2025 07:15:00";0;"namìøená data OK";
"26.02.2025 07:30:00";0;"namìøená data OK";
"26.02.2025 07:45:00";0;"namìøená data OK";
"26.02.2025 08:00:00";0;"namìøená data OK";
"26.02.2025 08:15:00";0;"namìøená data OK";
"26.02.2025 08:30:00";0;"namìøená data OK";
"26.02.2025 08:45:00";0,002;"namìøená data OK";
"26.02.2025 09:00:00";0,026;"namìøená data OK";
"26.02.2025 09:15:00";0;"namìøená data OK";
"26.02.2025 09:30:00";0,046;"namìøená data OK";
"26.02.2025 09:45:00";0,042;"namìøená data OK";
"26.02.2025 10:00:00";0,064;"namìøená data OK";
"26.02.2025 10:15:00";0,06;"namìøená data OK";
"26.02.2025 10:30:00";0,064;"namìøená data OK";
"26.02.2025 10:45:00";0,017;"namìøená data OK";
"26.02.2025 11:00:00";0,046;"namìøená data OK";
"26.02.2025 11:15:00";0,058;"namìøená data OK";
"26.02.2025 11:30:00";0,039;"namìøená data OK";
"26.02.2025 11:45:00";0,03;"namìøená data OK";
"26.02.2025 12:00:00";0,003;"namìøená data OK";
"26.02.2025 12:15:00";0,002;"namìøená data OK";
"26.02.2025 12:30:00";0;"namìøená data OK";
"26.02.2025 12:45:00";0;"namìøená data OK";
"26.02.2025 13:00:00";0;"namìøená data OK";
"26.02.2025 13:15:00";0;"namìøená data OK";
"26.02.2025 13:30:00";0;"namìøená data OK";
"26.02.2025 13:45:00";0,001;"namìøená data OK";
"26.02.2025 14:00:00";0;"namìøená data OK";
"26.02.2025 14:15:00";0;"namìøená data OK";
"26.02.2025 14:30:00";0;"namìøená data OK";
"26.02.2025 14:45:00";0;"namìøená data OK";
"26.02.2025 15:00:00";0;"namìøená data OK";
"26.02.2025 15:15:00";0;"namìøená data OK";
"26.02.2025 15:30:00";0;"namìøená data OK";
"26.02.2025 15:45:00";0;"namìøená data OK";
"26.02.2025 16:00:00";0;"namìøená data OK";
"26.02.2025 16:15:00";0;"namìøená data OK";
"26.02.2025 16:30:00";0;"namìøená data OK";
"26.02.2025 16:45:00";0;"namìøená data OK";
"26.02.2025 17:00:00";0;"namìøená data OK";
"26.02.2025 17:15:00";0;"namìøená data OK";
"26.02.2025 17:30:00";0;"namìøená data OK";
"26.02.2025 17:45:00";0;"namìøená data OK";
"26.02.2025 18:00:00";0;"namìøená data OK";
"26.02.2025 18:15:00";0;"namìøená data OK";
"26.02.2025 18:30:00";0;"namìøená data OK";
"26.02.2025 18:45:00";0;"namìøená data OK";
"26.02.2025 19:00:00";0;"namìøená data OK";
"26.02.2025 19:15:00";0;"namìøená data OK";
"26.02.2025 19:30:00";0;"namìøená data OK";
"26.02.2025 19:45:00";0;"namìøená data OK";
"26.02.2025 20:00:00";0;"namìøená data OK";
"26.02.2025 20:15:00";0;"namìøená data OK";
"26.02.2025 20:30:00";0;"namìøená data OK";
"26.02.2025 20:45:00";0;"namìøená data OK";
"26.02.2025 21:00:00";0;"namìøená data OK";
"26.02.2025 21:15:00";0;"namìøená data OK";
"26.02.2025 21:30:00";0;"namìøená data OK";
"26.02.2025 21:45:00";0;"namìøená data OK";
"26.02.2025 22:00:00";0;"namìøená data OK";
"26.02.2025 22:15:00";0;"namìøená data OK";
"26.02.2025 22:30:00";0;"namìøená data OK";
"26.02.2025 22:45:00";0;"namìøená data OK";
"26.02.2025 23:00:00";0;"namìøená data OK";
"26.02.2025 23:15:00";0;"namìøená data OK";
"26.02.2025 23:30:00";0;"namìøená data OK";
"26.02.2025 23:45:00";0;"namìøená data OK";
"26.02.2025 24:00:00";0;"namìøená data OK";
"27.02.2025 00:15:00";0;"namìøená data OK";
"27.02.2025 00:30:00";0;"namìøená data OK";
"27.02.2025 00:45:00";0;"namìøená data OK";
"27.02.2025 01:00:00";0;"namìøená data OK";
"27.02.2025 01:15:00";0;"namìøená data OK";
"27.02.2025 01:30:00";0;"namìøená data OK";
"27.02.2025 01:45:00";0;"namìøená data OK";
"27.02.2025 02:00:00";0;"namìøená data OK";
"27.02.2025 02:15:00";0;"namìøená data OK";
"27.02.2025 02:30:00";0;"namìøená data OK";
"27.02.2025 02:45:00";0;"namìøená data OK";
"27.02.2025 03:00:00";0;"namìøená data OK";
"27.02.2025 03:15:00";0;"namìøená data OK";
"27.02.2025 03:30:00";0;"namìøená data OK";
"27.02.2025 03:45:00";0;"namìøená data OK";
"27.02.2025 04:00:00";0;"namìøená data OK";
"27.02.2025 04:15:00";0;"namìøená data OK";
"27.02.2025 04:30:00";0;"namìøená data OK";
"27.02.2025 04:45:00";0;"namìøená data OK";
"27.02.2025 05:00:00";0;"namìøená data OK";
"27.02.2025 05:15:00";0;"namìøená data OK";
"27.02.2025 05:30:00";0;"namìøená data OK";
"27.02.2025 05:45:00";0;"namìøená data OK";
"27.02.2025 06:00:00";0;"namìøená data OK";
"27.02.2025 06:15:00";0;"namìøená data OK";
"27.02.2025 06:30:00";0;"namìøená data OK";
"27.02.2025 06:45:00";0;"namìøená data OK";
"27.02.2025 07:00:00";0;"namìøená data OK";
"27.02.2025 07:15:00";0;"namìøená data OK";
"27.02.2025 07:30:00";0;"namìøená data OK";
"27.02.2025 07:45:00";0;"namìøená data OK";
"27.02.2025 08:00:00";0;"namìøená data OK";
"27.02.2025 08:15:00";0;"namìøená data OK";
"27.02.2025 08:30:00";0;"namìøená data OK";
"27.02.2025 08:45:00";0,001;"namìøená data OK";
"27.02.2025 09:00:00";0,095;"namìøená data OK";
"27.02.2025 09:15:00";0,059;"namìøená data OK";
"27.02.2025 09:30:00";0,064;"namìøená data OK";
"27.02.2025 09:45:00";0,044;"namìøená data OK";
"27.02.2025 10:00:00";0,024;"namìøená data OK";
"27.02.2025 10:15:00";0,023;"namìøená data OK";
"27.02.2025 10:30:00";0,051;"namìøená data OK";
"27.02.2025 10:45:00";0,035;"namìøená data OK";
"27.02.2025 11:00:00";0,107;"namìøená data OK";
"27.02.2025 11:15:00";0,071;"namìøená data OK";
"27.02.2025 11:30:00";0,075;"namìøená data OK";
"27.02.2025 11:45:00";0,092;"namìøená data OK";
"27.02.2025 12:00:00";0,111;"namìøená data OK";
"27.02.2025 12:15:00";0,134;"namìøená data OK";
"27.02.2025 12:30:00";0,153;"namìøená data OK";
"27.02.2025 12:45:00";0,196;"namìøená data OK";
"27.02.2025 13:00:00";0,165;"namìøená data OK";
"27.02.2025 13:15:00";0,153;"namìøená data OK";
"27.02.2025 13:30:00";0,115;"namìøená data OK";
"27.02.2025 13:45:00";0,097;"namìøená data OK";
"27.02.2025 14:00:00";0,067;"namìøená data OK";
"27.02.2025 14:15:00";0,046;"namìøená data OK";
"27.02.2025 14:30:00";0,051;"namìøená data OK";
"27.02.2025 14:45:00";0,055;"namìøená data OK";
"27.02.2025 15:00:00";0,067;"namìøená data OK";
"27.02.2025 15:15:00";0,083;"namìøená data OK";
"27.02.2025 15:30:00";0,11;"namìøená data OK";
"27.02.2025 15:45:00";0,09;"namìøená data OK";
"27.02.2025 16:00:00";0,021;"namìøená data OK";
"27.02.2025 16:15:00";0;"namìøená data OK";
"27.02.2025 16:30:00";0;"namìøená data OK";
"27.02.2025 16:45:00";0;"namìøená data OK";
"27.02.2025 17:00:00";0;"namìøená data OK";
"27.02.2025 17:15:00";0;"namìøená data OK";
"27.02.2025 17:30:00";0;"namìøená data OK";
"27.02.2025 17:45:00";0;"namìøená data OK";
"27.02.2025 18:00:00";0;"namìøená data OK";
"27.02.2025 18:15:00";0;"namìøená data OK";
"27.02.2025 18:30:00";0;"namìøená data OK";
"27.02.2025 18:45:00";0;"namìøená data OK";
"27.02.2025 19:00:00";0;"namìøená data OK";
"27.02.2025 19:15:00";0;"namìøená data OK";
"27.02.2025 19:30:00";0;"namìøená data OK";
"27.02.2025 19:45:00";0;"namìøená data OK";
"27.02.2025 20:00:00";0;"namìøená data OK";
"27.02.2025 20:15:00";0;"namìøená data OK";
"27.02.2025 20:30:00";0;"namìøená data OK";
"27.02.2025 20:45:00";0;"namìøená data OK";
"27.02.2025 21:00:00";0;"namìøená data OK";
"27.02.2025 21:15:00";0;"namìøená data OK";
"27.02.2025 21:30:00";0;"namìøená data OK";
"27.02.2025 21:45:00";0;"namìøená data OK";
"27.02.2025 22:00:00";0;"namìøená data OK";
"27.02.2025 22:15:00";0;"namìøená data OK";
"27.02.2025 22:30:00";0;"namìøená data OK";
"27.02.2025 22:45:00";0;"namìøená data OK";
"27.02.2025 23:00:00";0;"namìøená data OK";
"27.02.2025 23:15:00";0;"namìøená data OK";
"27.02.2025 23:30:00";0;"namìøená data OK";
"27.02.2025 23:45:00";0;"namìøená data OK";
"27.02.2025 24:00:00";0;"namìøená data OK";
"28.02.2025 00:15:00";0;"namìøená data OK";
"28.02.2025 00:30:00";0;"namìøená data OK";
"28.02.2025 00:45:00";0;"namìøená data OK";
"28.02.2025 01:00:00";0;"namìøená data OK";
"28.02.2025 01:15:00";0;"namìøená data OK";
"28.02.2025 01:30:00";0;"namìøená data OK";
"28.02.2025 01:45:00";0;"namìøená data OK";
"28.02.2025 02:00:00";0;"namìøená data OK";
"28.02.2025 02:15:00";0;"namìøená data OK";
"28.02.2025 02:30:00";0;"namìøená data OK";
"28.02.2025 02:45:00";0;"namìøená data OK";
"28.02.2025 03:00:00";0;"namìøená data OK";
"28.02.2025 03:15:00";0;"namìøená data OK";
"28.02.2025 03:30:00";0;"namìøená data OK";
"28.02.2025 03:45:00";0;"namìøená data OK";
"28.02.2025 04:00:00";0;"namìøená data OK";
"28.02.2025 04:15:00";0;"namìøená data OK";
"28.02.2025 04:30:00";0;"namìøená data OK";
"28.02.2025 04:45:00";0;"namìøená data OK";
"28.02.2025 05:00:00";0;"namìøená data OK";
"28.02.2025 05:15:00";0;"namìøená data OK";
"28.02.2025 05:30:00";0;"namìøená data OK";
"28.02.2025 05:45:00";0;"namìøená data OK";
"28.02.2025 06:00:00";0;"namìøená data OK";
"28.02.2025 06:15:00";0;"namìøená data OK";
"28.02.2025 06:30:00";0;"namìøená data OK";
"28.02.2025 06:45:00";0;"namìøená data OK";
"28.02.2025 07:00:00";0;"namìøená data OK";
"28.02.2025 07:15:00";0;"namìøená data OK";
"28.02.2025 07:30:00";0;"namìøená data OK";
"28.02.2025 07:45:00";0;"namìøená data OK";
"28.02.2025 08:00:00";0;"namìøená data OK";
"28.02.2025 08:15:00";0;"namìøená data OK";
"28.02.2025 08:30:00";0;"namìøená data OK";
"28.02.2025 08:45:00";0;"namìøená data OK";
"28.02.2025 09:00:00";0;"namìøená data OK";
"28.02.2025 09:15:00";0;"namìøená data OK";
"28.02.2025 09:30:00";0;"namìøená data OK";
"28.02.2025 09:45:00";0;"namìøená data OK";
"28.02.2025 10:00:00";0;"namìøená data OK";
"28.02.2025 10:15:00";0;"namìøená data OK";
"28.02.2025 10:30:00";0;"namìøená data OK";
"28.02.2025 10:45:00";0;"namìøená data OK";
"28.02.2025 11:00:00";0;"namìøená data OK";
"28.02.2025 11:15:00";0;"namìøená data OK";
"28.02.2025 11:30:00";0,026;"namìøená data OK";
"28.02.2025 11:45:00";0,107;"namìøená data OK";
"28.02.2025 12:00:00";0;"namìøená data OK";
"28.02.2025 12:15:00";0,011;"namìøená data OK";
"28.02.2025 12:30:00";0,019;"namìøená data OK";
"28.02.2025 12:45:00";0,021;"namìøená data OK";
"28.02.2025 13:00:00";0,06;"namìøená data OK";
"28.02.2025 13:15:00";0,061;"namìøená data OK";
"28.02.2025 13:30:00";0,065;"namìøená data OK";
"28.02.2025 13:45:00";0,063;"namìøená data OK";
"28.02.2025 14:00:00";0,061;"namìøená data OK";
"28.02.2025 14:15:00";0,065;"namìøená data OK";
"28.02.2025 14:30:00";0,064;"namìøená data OK";
"28.02.2025 14:45:00";0,062;"namìøená data OK";
"28.02.2025 15:00:00";0,064;"namìøená data OK";
"28.02.2025 15:15:00";0,058;"namìøená data OK";
"28.02.2025 15:30:00";0,012;"namìøená data OK";
"28.02.2025 15:45:00";0,006;"namìøená data OK";
"28.02.2025 16:00:00";0,039;"namìøená data OK";
"28.02.2025 16:15:00";0,109;"namìøená data OK";
"28.02.2025 16:30:00";0,2;"namìøená data OK";
"28.02.2025 16:45:00";0,275;"namìøená data OK";
"28.02.2025 17:00:00";0,253;"namìøená data OK";
"28.02.2025 17:15:00";0,278;"namìøená data OK";
"28.02.2025 17:30:00";0,28;"namìøená data OK";
"28.02.2025 17:45:00";0,245;"namìøená data OK";
"28.02.2025 18:00:00";0,123;"namìøená data OK";
"28.02.2025 18:15:00";0,013;"namìøená data OK";
"28.02.2025 18:30:00";0,036;"namìøená data OK";
"28.02.2025 18:45:00";0,004;"namìøená data OK";
"28.02.2025 19:00:00";0,003;"namìøená data OK";
"28.02.2025 19:15:00";0,009;"namìøená data OK";
"28.02.2025 19:30:00";0,015;"namìøená data OK";
"28.02.2025 19:45:00";0,012;"namìøená data OK";
"28.02.2025 20:00:00";0,015;"namìøená data OK";
"28.02.2025 20:15:00";0;"namìøená data OK";
"28.02.2025 20:30:00";0;"namìøená data OK";
"28.02.2025 20:45:00";0;"namìøená data OK";
"28.02.2025 21:00:00";0;"namìøená data OK";
"28.02.2025 21:15:00";0;"namìøená data OK";
"28.02.2025 21:30:00";0;"namìøená data OK";
"28.02.2025 21:45:00";0;"namìøená data OK";
"28.02.2025 22:00:00";0;"namìøená data OK";
"28.02.2025 22:15:00";0;"namìøená data OK";
"28.02.2025 22:30:00";0;"namìøená data OK";
"28.02.2025 22:45:00";0;"namìøená data OK";
"28.02.2025 23:00:00";0;"namìøená data OK";
"28.02.2025 23:15:00";0;"namìøená data OK";
"28.02.2025 23:30:00";0;"namìøená data OK";
"28.02.2025 23:45:00";0;"namìøená data OK";
"28.02.2025 24:00:00";0;"namìøená data OK";
"01.03.2025 00:15:00";0;"namìøená data OK";
"01.03.2025 00:30:00";0;"namìøená data OK";
"01.03.2025 00:45:00";0;"namìøená data OK";
"01.03.2025 01:00:00";0;"namìøená data OK";
"01.03.2025 01:15:00";0;"namìøená data OK";
"01.03.2025 01:30:00";0;"namìøená data OK";
"01.03.2025 01:45:00";0;"namìøená data OK";
"01.03.2025 02:00:00";0;"namìøená data OK";
"01.03.2025 02:15:00";0;"namìøená data OK";
"01.03.2025 02:30:00";0;"namìøená data OK";
"01.03.2025 02:45:00";0;"namìøená data OK";
"01.03.2025 03:00:00";0;"namìøená data OK";
"01.03.2025 03:15:00";0;"namìøená data OK";
"01.03.2025 03:30:00";0;"namìøená data OK";
"01.03.2025 03:45:00";0;"namìøená data OK";
"01.03.2025 04:00:00";0;"namìøená data OK";
"01.03.2025 04:15:00";0;"namìøená data OK";
"01.03.2025 04:30:00";0;"namìøená data OK";
"01.03.2025 04:45:00";0;"namìøená data OK";
"01.03.2025 05:00:00";0;"namìøená data OK";
"01.03.2025 05:15:00";0;"namìøená data OK";
"01.03.2025 05:30:00";0;"namìøená data OK";
"01.03.2025 05:45:00";0;"namìøená data OK";
"01.03.2025 06:00:00";0;"namìøená data OK";
"01.03.2025 06:15:00";0;"namìøená data OK";
"01.03.2025 06:30:00";0;"namìøená data OK";
"01.03.2025 06:45:00";0;"namìøená data OK";
"01.03.2025 07:00:00";0;"namìøená data OK";
"01.03.2025 07:15:00";0;"namìøená data OK";
"01.03.2025 07:30:00";0,012;"namìøená data OK";
"01.03.2025 07:45:00";0,069;"namìøená data OK";
"01.03.2025 08:00:00";0,176;"namìøená data OK";
"01.03.2025 08:15:00";0,187;"namìøená data OK";
"01.03.2025 08:30:00";0,201;"namìøená data OK";
"01.03.2025 08:45:00";0,191;"namìøená data OK";
"01.03.2025 09:00:00";0,147;"namìøená data OK";
"01.03.2025 09:15:00";0,09;"namìøená data OK";
"01.03.2025 09:30:00";0,018;"namìøená data OK";
"01.03.2025 09:45:00";0,018;"namìøená data OK";
"01.03.2025 10:00:00";0,005;"namìøená data OK";
"01.03.2025 10:15:00";0,007;"namìøená data OK";
"01.03.2025 10:30:00";0,025;"namìøená data OK";
"01.03.2025 10:45:00";0,06;"namìøená data OK";
"01.03.2025 11:00:00";0,062;"namìøená data OK";
"01.03.2025 11:15:00";0,06;"namìøená data OK";
"01.03.2025 11:30:00";0,061;"namìøená data OK";
"01.03.2025 11:45:00";0,06;"namìøená data OK";
"01.03.2025 12:00:00";0,06;"namìøená data OK";
"01.03.2025 12:15:00";0,062;"namìøená data OK";
"01.03.2025 12:30:00";0,061;"namìøená data OK";
"01.03.2025 12:45:00";0,062;"namìøená data OK";
"01.03.2025 13:00:00";0,059;"namìøená data OK";
"01.03.2025 13:15:00";0,062;"namìøená data OK";
"01.03.2025 13:30:00";0,068;"namìøená data OK";
"01.03.2025 13:45:00";0,047;"namìøená data OK";
"01.03.2025 14:00:00";0,032;"namìøená data OK";
"01.03.2025 14:15:00";0,067;"namìøená data OK";
"01.03.2025 14:30:00";0,071;"namìøená data OK";
"01.03.2025 14:45:00";0,135;"namìøená data OK";
