"Datum";"+A/73068189 [kW]";"Status";
"06.06.2025 24:00:00";0,251;"namìøená data OK";
"07.06.2025 00:15:00";0,231;"namìøená data OK";
"07.06.2025 00:30:00";0,401;"namìøená data OK";
"07.06.2025 00:45:00";0,242;"namìøená data OK";
"07.06.2025 01:00:00";0,216;"namìøená data OK";
"07.06.2025 01:15:00";0,4;"namìøená data OK";
"07.06.2025 01:30:00";0,332;"namìøená data OK";
"07.06.2025 01:45:00";0,221;"namìøená data OK";
"07.06.2025 02:00:00";0,27;"namìøená data OK";
"07.06.2025 02:15:00";0,364;"namìøená data OK";
"07.06.2025 02:30:00";0,253;"namìøená data OK";
"07.06.2025 02:45:00";0,225;"namìøená data OK";
"07.06.2025 03:00:00";0,314;"namìøená data OK";
"07.06.2025 03:15:00";0,404;"namìøená data OK";
"07.06.2025 03:30:00";0,22;"namìøená data OK";
"07.06.2025 03:45:00";0,219;"namìøená data OK";
"07.06.2025 04:00:00";0,445;"namìøená data OK";
"07.06.2025 04:15:00";0,247;"namìøená data OK";
"07.06.2025 04:30:00";0,227;"namìøená data OK";
"07.06.2025 04:45:00";0,327;"namìøená data OK";
"07.06.2025 05:00:00";0,362;"namìøená data OK";
"07.06.2025 05:15:00";0,25;"namìøená data OK";
"07.06.2025 05:30:00";0,207;"namìøená data OK";
"07.06.2025 05:45:00";0,371;"namìøená data OK";
"07.06.2025 06:00:00";0,307;"namìøená data OK";
"07.06.2025 06:15:00";0,16;"namìøená data OK";
"07.06.2025 06:30:00";0,272;"namìøená data OK";
"07.06.2025 06:45:00";0,367;"namìøená data OK";
"07.06.2025 07:00:00";0,149;"namìøená data OK";
"07.06.2025 07:15:00";0,192;"namìøená data OK";
"07.06.2025 07:30:00";0,312;"namìøená data OK";
"07.06.2025 07:45:00";0,197;"namìøená data OK";
"07.06.2025 08:00:00";0,538;"namìøená data OK";
"07.06.2025 08:15:00";0,15;"namìøená data OK";
"07.06.2025 08:30:00";0,237;"namìøená data OK";
"07.06.2025 08:45:00";0,094;"namìøená data OK";
"07.06.2025 09:00:00";0,08;"namìøená data OK";
"07.06.2025 09:15:00";0,208;"namìøená data OK";
"07.06.2025 09:30:00";0,135;"namìøená data OK";
"07.06.2025 09:45:00";0,02;"namìøená data OK";
"07.06.2025 10:00:00";0,041;"namìøená data OK";
"07.06.2025 10:15:00";0,175;"namìøená data OK";
"07.06.2025 10:30:00";0,068;"namìøená data OK";
"07.06.2025 10:45:00";0,006;"namìøená data OK";
"07.06.2025 11:00:00";0,086;"namìøená data OK";
"07.06.2025 11:15:00";0,118;"namìøená data OK";
"07.06.2025 11:30:00";0,023;"namìøená data OK";
"07.06.2025 11:45:00";0,015;"namìøená data OK";
"07.06.2025 12:00:00";0,113;"namìøená data OK";
"07.06.2025 12:15:00";0,04;"namìøená data OK";
"07.06.2025 12:30:00";0,013;"namìøená data OK";
"07.06.2025 12:45:00";0,086;"namìøená data OK";
"07.06.2025 13:00:00";0,099;"namìøená data OK";
"07.06.2025 13:15:00";0,003;"namìøená data OK";
"07.06.2025 13:30:00";0,266;"namìøená data OK";
"07.06.2025 13:45:00";0,105;"namìøená data OK";
"07.06.2025 14:00:00";0,08;"namìøená data OK";
"07.06.2025 14:15:00";0,034;"namìøená data OK";
"07.06.2025 14:30:00";0,058;"namìøená data OK";
"07.06.2025 14:45:00";0,194;"namìøená data OK";
"07.06.2025 15:00:00";0,018;"namìøená data OK";
"07.06.2025 15:15:00";0,008;"namìøená data OK";
"07.06.2025 15:30:00";0,191;"namìøená data OK";
"07.06.2025 15:45:00";0,075;"namìøená data OK";
"07.06.2025 16:00:00";0,013;"namìøená data OK";
"07.06.2025 16:15:00";0,035;"namìøená data OK";
"07.06.2025 16:30:00";0,013;"namìøená data OK";
"07.06.2025 16:45:00";0,014;"namìøená data OK";
"07.06.2025 17:00:00";0,013;"namìøená data OK";
"07.06.2025 17:15:00";0,023;"namìøená data OK";
"07.06.2025 17:30:00";0,012;"namìøená data OK";
"07.06.2025 17:45:00";0,011;"namìøená data OK";
"07.06.2025 18:00:00";0,027;"namìøená data OK";
"07.06.2025 18:15:00";0,168;"namìøená data OK";
"07.06.2025 18:30:00";0,012;"namìøená data OK";
"07.06.2025 18:45:00";0,008;"namìøená data OK";
"07.06.2025 19:00:00";0,085;"namìøená data OK";
"07.06.2025 19:15:00";0,214;"namìøená data OK";
"07.06.2025 19:30:00";0,244;"namìøená data OK";
"07.06.2025 19:45:00";0,255;"namìøená data OK";
"07.06.2025 20:00:00";0,399;"namìøená data OK";
"07.06.2025 20:15:00";0,323;"namìøená data OK";
"07.06.2025 20:30:00";0,191;"namìøená data OK";
"07.06.2025 20:45:00";0,249;"namìøená data OK";
"07.06.2025 21:00:00";0,411;"namìøená data OK";
"07.06.2025 21:15:00";0,181;"namìøená data OK";
"07.06.2025 21:30:00";0,177;"namìøená data OK";
"07.06.2025 21:45:00";0,369;"namìøená data OK";
"07.06.2025 22:00:00";0,27;"namìøená data OK";
"07.06.2025 22:15:00";0,192;"namìøená data OK";
"07.06.2025 22:30:00";0,302;"namìøená data OK";
"07.06.2025 22:45:00";0,506;"namìøená data OK";
"07.06.2025 23:00:00";0,336;"namìøená data OK";
"07.06.2025 23:15:00";0,222;"namìøená data OK";
"07.06.2025 23:30:00";0,336;"namìøená data OK";
"07.06.2025 23:45:00";0,378;"namìøená data OK";
"07.06.2025 24:00:00";0,206;"namìøená data OK";
"08.06.2025 00:15:00";0,234;"namìøená data OK";
"08.06.2025 00:30:00";0,424;"namìøená data OK";
"08.06.2025 00:45:00";0,239;"namìøená data OK";
"08.06.2025 01:00:00";0,232;"namìøená data OK";
"08.06.2025 01:15:00";0,367;"namìøená data OK";
"08.06.2025 01:30:00";0,358;"namìøená data OK";
"08.06.2025 01:45:00";0,243;"namìøená data OK";
"08.06.2025 02:00:00";0,229;"namìøená data OK";
"08.06.2025 02:15:00";0,369;"namìøená data OK";
"08.06.2025 02:30:00";0,285;"namìøená data OK";
"08.06.2025 02:45:00";0,22;"namìøená data OK";
"08.06.2025 03:00:00";0,298;"namìøená data OK";
"08.06.2025 03:15:00";0,417;"namìøená data OK";
"08.06.2025 03:30:00";0,218;"namìøená data OK";
"08.06.2025 03:45:00";0,219;"namìøená data OK";
"08.06.2025 04:00:00";0,434;"namìøená data OK";
"08.06.2025 04:15:00";0,261;"namìøená data OK";
"08.06.2025 04:30:00";0,22;"namìøená data OK";
"08.06.2025 04:45:00";0,319;"namìøená data OK";
"08.06.2025 05:00:00";0,381;"namìøená data OK";
"08.06.2025 05:15:00";0,184;"namìøená data OK";
"08.06.2025 05:30:00";0,051;"namìøená data OK";
"08.06.2025 05:45:00";0,105;"namìøená data OK";
"08.06.2025 06:00:00";0,041;"namìøená data OK";
"08.06.2025 06:15:00";0,016;"namìøená data OK";
"08.06.2025 06:30:00";0,06;"namìøená data OK";
"08.06.2025 06:45:00";0,194;"namìøená data OK";
"08.06.2025 07:00:00";0,011;"namìøená data OK";
"08.06.2025 07:15:00";0,013;"namìøená data OK";
"08.06.2025 07:30:00";0,044;"namìøená data OK";
"08.06.2025 07:45:00";0,009;"namìøená data OK";
"08.06.2025 08:00:00";0,008;"namìøená data OK";
"08.06.2025 08:15:00";0,241;"namìøená data OK";
"08.06.2025 08:30:00";0,01;"namìøená data OK";
"08.06.2025 08:45:00";0,013;"namìøená data OK";
"08.06.2025 09:00:00";0,011;"namìøená data OK";
"08.06.2025 09:15:00";0,116;"namìøená data OK";
"08.06.2025 09:30:00";0,087;"namìøená data OK";
"08.06.2025 09:45:00";0,014;"namìøená data OK";
"08.06.2025 10:00:00";0,018;"namìøená data OK";
"08.06.2025 10:15:00";0,043;"namìøená data OK";
"08.06.2025 10:30:00";0,014;"namìøená data OK";
"08.06.2025 10:45:00";0,013;"namìøená data OK";
"08.06.2025 11:00:00";0,126;"namìøená data OK";
"08.06.2025 11:15:00";0,115;"namìøená data OK";
"08.06.2025 11:30:00";0,019;"namìøená data OK";
"08.06.2025 11:45:00";0,037;"namìøená data OK";
"08.06.2025 12:00:00";0,215;"namìøená data OK";
"08.06.2025 12:15:00";0,078;"namìøená data OK";
"08.06.2025 12:30:00";0,026;"namìøená data OK";
"08.06.2025 12:45:00";0,059;"namìøená data OK";
"08.06.2025 13:00:00";0,085;"namìøená data OK";
"08.06.2025 13:15:00";0,012;"namìøená data OK";
"08.06.2025 13:30:00";0,256;"namìøená data OK";
"08.06.2025 13:45:00";0,204;"namìøená data OK";
"08.06.2025 14:00:00";0,026;"namìøená data OK";
"08.06.2025 14:15:00";0;"namìøená data OK";
"08.06.2025 14:30:00";0,028;"namìøená data OK";
"08.06.2025 14:45:00";0;"namìøená data OK";
"08.06.2025 15:00:00";0;"namìøená data OK";
"08.06.2025 15:15:00";0,001;"namìøená data OK";
"08.06.2025 15:30:00";0;"namìøená data OK";
"08.06.2025 15:45:00";0,001;"namìøená data OK";
"08.06.2025 16:00:00";0;"namìøená data OK";
"08.06.2025 16:15:00";0;"namìøená data OK";
"08.06.2025 16:30:00";0,001;"namìøená data OK";
"08.06.2025 16:45:00";0,017;"namìøená data OK";
"08.06.2025 17:00:00";0,042;"namìøená data OK";
"08.06.2025 17:15:00";0,138;"namìøená data OK";
"08.06.2025 17:30:00";0;"namìøená data OK";
"08.06.2025 17:45:00";0;"namìøená data OK";
"08.06.2025 18:00:00";0,001;"namìøená data OK";
"08.06.2025 18:15:00";0;"namìøená data OK";
"08.06.2025 18:30:00";0;"namìøená data OK";
"08.06.2025 18:45:00";0,001;"namìøená data OK";
"08.06.2025 19:00:00";0,068;"namìøená data OK";
"08.06.2025 19:15:00";0,047;"namìøená data OK";
"08.06.2025 19:30:00";0,026;"namìøená data OK";
"08.06.2025 19:45:00";0,123;"namìøená data OK";
"08.06.2025 20:00:00";0,278;"namìøená data OK";
"08.06.2025 20:15:00";0,277;"namìøená data OK";
"08.06.2025 20:30:00";0,195;"namìøená data OK";
"08.06.2025 20:45:00";0,434;"namìøená data OK";
"08.06.2025 21:00:00";0,309;"namìøená data OK";
"08.06.2025 21:15:00";0,211;"namìøená data OK";
"08.06.2025 21:30:00";0,317;"namìøená data OK";
"08.06.2025 21:45:00";0,391;"namìøená data OK";
"08.06.2025 22:00:00";0,208;"namìøená data OK";
"08.06.2025 22:15:00";0,282;"namìøená data OK";
"08.06.2025 22:30:00";0,514;"namìøená data OK";
"08.06.2025 22:45:00";0,44;"namìøená data OK";
"08.06.2025 23:00:00";0,335;"namìøená data OK";
"08.06.2025 23:15:00";0,296;"namìøená data OK";
"08.06.2025 23:30:00";0,373;"namìøená data OK";
"08.06.2025 23:45:00";0,295;"namìøená data OK";
"08.06.2025 24:00:00";0,245;"namìøená data OK";
"09.06.2025 00:15:00";0,415;"namìøená data OK";
"09.06.2025 00:30:00";0,358;"namìøená data OK";
"09.06.2025 00:45:00";0,246;"namìøená data OK";
"09.06.2025 01:00:00";0,337;"namìøená data OK";
"09.06.2025 01:15:00";0,422;"namìøená data OK";
"09.06.2025 01:30:00";0,24;"namìøená data OK";
"09.06.2025 01:45:00";0,26;"namìøená data OK";
"09.06.2025 02:00:00";0,467;"namìøená data OK";
"09.06.2025 02:15:00";0,29;"namìøená data OK";
"09.06.2025 02:30:00";0,255;"namìøená data OK";
"09.06.2025 02:45:00";0,374;"namìøená data OK";
"09.06.2025 03:00:00";0,384;"namìøená data OK";
"09.06.2025 03:15:00";0,238;"namìøená data OK";
"09.06.2025 03:30:00";0,266;"namìøená data OK";
"09.06.2025 03:45:00";0,444;"namìøená data OK";
"09.06.2025 04:00:00";0,314;"namìøená data OK";
"09.06.2025 04:15:00";0,279;"namìøená data OK";
"09.06.2025 04:30:00";0,357;"namìøená data OK";
"09.06.2025 04:45:00";0,394;"namìøená data OK";
"09.06.2025 05:00:00";0,251;"namìøená data OK";
"09.06.2025 05:15:00";0,204;"namìøená data OK";
"09.06.2025 05:30:00";0,344;"namìøená data OK";
"09.06.2025 05:45:00";0,121;"namìøená data OK";
"09.06.2025 06:00:00";0,009;"namìøená data OK";
"09.06.2025 06:15:00";0,155;"namìøená data OK";
"09.06.2025 06:30:00";0,107;"namìøená data OK";
"09.06.2025 06:45:00";0,014;"namìøená data OK";
"09.06.2025 07:00:00";0,019;"namìøená data OK";
"09.06.2025 07:15:00";0,011;"namìøená data OK";
"09.06.2025 07:30:00";0,011;"namìøená data OK";
"09.06.2025 07:45:00";0,01;"namìøená data OK";
"09.06.2025 08:00:00";0,016;"namìøená data OK";
"09.06.2025 08:15:00";0;"namìøená data OK";
"09.06.2025 08:30:00";0;"namìøená data OK";
"09.06.2025 08:45:00";0;"namìøená data OK";
"09.06.2025 09:00:00";0;"namìøená data OK";
"09.06.2025 09:15:00";0;"namìøená data OK";
"09.06.2025 09:30:00";0;"namìøená data OK";
"09.06.2025 09:45:00";0,001;"namìøená data OK";
"09.06.2025 10:00:00";0;"namìøená data OK";
"09.06.2025 10:15:00";0;"namìøená data OK";
"09.06.2025 10:30:00";0;"namìøená data OK";
"09.06.2025 10:45:00";0;"namìøená data OK";
"09.06.2025 11:00:00";0;"namìøená data OK";
"09.06.2025 11:15:00";0;"namìøená data OK";
"09.06.2025 11:30:00";0;"namìøená data OK";
"09.06.2025 11:45:00";0;"namìøená data OK";
"09.06.2025 12:00:00";0;"namìøená data OK";
"09.06.2025 12:15:00";0,001;"namìøená data OK";
"09.06.2025 12:30:00";0;"namìøená data OK";
"09.06.2025 12:45:00";0;"namìøená data OK";
"09.06.2025 13:00:00";0;"namìøená data OK";
"09.06.2025 13:15:00";0,031;"namìøená data OK";
"09.06.2025 13:30:00";0;"namìøená data OK";
"09.06.2025 13:45:00";0;"namìøená data OK";
"09.06.2025 14:00:00";0,062;"namìøená data OK";
"09.06.2025 14:15:00";0,002;"namìøená data OK";
"09.06.2025 14:30:00";0,073;"namìøená data OK";
"09.06.2025 14:45:00";0,003;"namìøená data OK";
"09.06.2025 15:00:00";0;"namìøená data OK";
"09.06.2025 15:15:00";0;"namìøená data OK";
"09.06.2025 15:30:00";0;"namìøená data OK";
"09.06.2025 15:45:00";0;"namìøená data OK";
"09.06.2025 16:00:00";0;"namìøená data OK";
"09.06.2025 16:15:00";0;"namìøená data OK";
"09.06.2025 16:30:00";0,001;"namìøená data OK";
"09.06.2025 16:45:00";0,001;"namìøená data OK";
"09.06.2025 17:00:00";0;"namìøená data OK";
"09.06.2025 17:15:00";0;"namìøená data OK";
"09.06.2025 17:30:00";0,001;"namìøená data OK";
"09.06.2025 17:45:00";0;"namìøená data OK";
"09.06.2025 18:00:00";0;"namìøená data OK";
"09.06.2025 18:15:00";0,002;"namìøená data OK";
"09.06.2025 18:30:00";0;"namìøená data OK";
"09.06.2025 18:45:00";0,001;"namìøená data OK";
"09.06.2025 19:00:00";0,061;"namìøená data OK";
"09.06.2025 19:15:00";0,03;"namìøená data OK";
"09.06.2025 19:30:00";0,001;"namìøená data OK";
"09.06.2025 19:45:00";0,081;"namìøená data OK";
"09.06.2025 20:00:00";0,272;"namìøená data OK";
"09.06.2025 20:15:00";0,152;"namìøená data OK";
"09.06.2025 20:30:00";0,238;"namìøená data OK";
"09.06.2025 20:45:00";0,36;"namìøená data OK";
"09.06.2025 21:00:00";0,261;"namìøená data OK";
"09.06.2025 21:15:00";0,227;"namìøená data OK";
"09.06.2025 21:30:00";0,239;"namìøená data OK";
"09.06.2025 21:45:00";0,353;"namìøená data OK";
"09.06.2025 22:00:00";0,324;"namìøená data OK";
"09.06.2025 22:15:00";0,346;"namìøená data OK";
"09.06.2025 22:30:00";0,521;"namìøená data OK";
"09.06.2025 22:45:00";0,346;"namìøená data OK";
"09.06.2025 23:00:00";0,202;"namìøená data OK";
"09.06.2025 23:15:00";0,301;"namìøená data OK";
"09.06.2025 23:30:00";0,358;"namìøená data OK";
"09.06.2025 23:45:00";0,205;"namìøená data OK";
"09.06.2025 24:00:00";0,256;"namìøená data OK";
"10.06.2025 00:15:00";0,424;"namìøená data OK";
"10.06.2025 00:30:00";0,206;"namìøená data OK";
"10.06.2025 00:45:00";0,234;"namìøená data OK";
"10.06.2025 01:00:00";0,386;"namìøená data OK";
"10.06.2025 01:15:00";0,263;"namìøená data OK";
"10.06.2025 01:30:00";0,219;"namìøená data OK";
"10.06.2025 01:45:00";0,305;"namìøená data OK";
"10.06.2025 02:00:00";0,342;"namìøená data OK";
"10.06.2025 02:15:00";0,237;"namìøená data OK";
"10.06.2025 02:30:00";0,233;"namìøená data OK";
"10.06.2025 02:45:00";0,396;"namìøená data OK";
"10.06.2025 03:00:00";0,255;"namìøená data OK";
"10.06.2025 03:15:00";0,212;"namìøená data OK";
"10.06.2025 03:30:00";0,331;"namìøená data OK";
"10.06.2025 03:45:00";0,338;"namìøená data OK";
"10.06.2025 04:00:00";0,239;"namìøená data OK";
"10.06.2025 04:15:00";0,277;"namìøená data OK";
"10.06.2025 04:30:00";0,403;"namìøená data OK";
"10.06.2025 04:45:00";0,232;"namìøená data OK";
"10.06.2025 05:00:00";0,177;"namìøená data OK";
"10.06.2025 05:15:00";0,274;"namìøená data OK";
"10.06.2025 05:30:00";0,062;"namìøená data OK";
"10.06.2025 05:45:00";0;"namìøená data OK";
"10.06.2025 06:00:00";0,108;"namìøená data OK";
"10.06.2025 06:15:00";0,092;"namìøená data OK";
"10.06.2025 06:30:00";0,383;"namìøená data OK";
"10.06.2025 06:45:00";0,024;"namìøená data OK";
"10.06.2025 07:00:00";0,015;"namìøená data OK";
"10.06.2025 07:15:00";0,012;"namìøená data OK";
"10.06.2025 07:30:00";0,002;"namìøená data OK";
"10.06.2025 07:45:00";0;"namìøená data OK";
"10.06.2025 08:00:00";0;"namìøená data OK";
"10.06.2025 08:15:00";0;"namìøená data OK";
"10.06.2025 08:30:00";0;"namìøená data OK";
"10.06.2025 08:45:00";0;"namìøená data OK";
"10.06.2025 09:00:00";0;"namìøená data OK";
"10.06.2025 09:15:00";0;"namìøená data OK";
"10.06.2025 09:30:00";0;"namìøená data OK";
"10.06.2025 09:45:00";0;"namìøená data OK";
"10.06.2025 10:00:00";0;"namìøená data OK";
"10.06.2025 10:15:00";0;"namìøená data OK";
"10.06.2025 10:30:00";0;"namìøená data OK";
"10.06.2025 10:45:00";0;"namìøená data OK";
"10.06.2025 11:00:00";0;"namìøená data OK";
"10.06.2025 11:15:00";0;"namìøená data OK";
"10.06.2025 11:30:00";0;"namìøená data OK";
"10.06.2025 11:45:00";0;"namìøená data OK";
"10.06.2025 12:00:00";0;"namìøená data OK";
"10.06.2025 12:15:00";0;"namìøená data OK";
"10.06.2025 12:30:00";0;"namìøená data OK";
"10.06.2025 12:45:00";0;"namìøená data OK";
"10.06.2025 13:00:00";0;"namìøená data OK";
"10.06.2025 13:15:00";0;"namìøená data OK";
"10.06.2025 13:30:00";0;"namìøená data OK";
"10.06.2025 13:45:00";0;"namìøená data OK";
"10.06.2025 14:00:00";0;"namìøená data OK";
"10.06.2025 14:15:00";0;"namìøená data OK";
"10.06.2025 14:30:00";0;"namìøená data OK";
"10.06.2025 14:45:00";0;"namìøená data OK";
"10.06.2025 15:00:00";0;"namìøená data OK";
"10.06.2025 15:15:00";0;"namìøená data OK";
"10.06.2025 15:30:00";0;"namìøená data OK";
"10.06.2025 15:45:00";0;"namìøená data OK";
"10.06.2025 16:00:00";0;"namìøená data OK";
"10.06.2025 16:15:00";0,001;"namìøená data OK";
"10.06.2025 16:30:00";0;"namìøená data OK";
"10.06.2025 16:45:00";0;"namìøená data OK";
"10.06.2025 17:00:00";0,001;"namìøená data OK";
"10.06.2025 17:15:00";0;"namìøená data OK";
"10.06.2025 17:30:00";0,001;"namìøená data OK";
"10.06.2025 17:45:00";0,006;"namìøená data OK";
"10.06.2025 18:00:00";0,174;"namìøená data OK";
"10.06.2025 18:15:00";0,083;"namìøená data OK";
"10.06.2025 18:30:00";0,042;"namìøená data OK";
"10.06.2025 18:45:00";0,174;"namìøená data OK";
"10.06.2025 19:00:00";0,291;"namìøená data OK";
"10.06.2025 19:15:00";0,201;"namìøená data OK";
"10.06.2025 19:30:00";0,304;"namìøená data OK";
"10.06.2025 19:45:00";0,512;"namìøená data OK";
"10.06.2025 20:00:00";0,345;"namìøená data OK";
"10.06.2025 20:15:00";0,339;"namìøená data OK";
"10.06.2025 20:30:00";0,333;"namìøená data OK";
"10.06.2025 20:45:00";0,261;"namìøená data OK";
"10.06.2025 21:00:00";0,253;"namìøená data OK";
"10.06.2025 21:15:00";0,271;"namìøená data OK";
"10.06.2025 21:30:00";0,365;"namìøená data OK";
"10.06.2025 21:45:00";0,198;"namìøená data OK";
"10.06.2025 22:00:00";0,279;"namìøená data OK";
"10.06.2025 22:15:00";0,492;"namìøená data OK";
"10.06.2025 22:30:00";0,389;"namìøená data OK";
"10.06.2025 22:45:00";0,264;"namìøená data OK";
"10.06.2025 23:00:00";0,295;"namìøená data OK";
"10.06.2025 23:15:00";0,395;"namìøená data OK";
"10.06.2025 23:30:00";0,193;"namìøená data OK";
"10.06.2025 23:45:00";0,179;"namìøená data OK";
"10.06.2025 24:00:00";0,425;"namìøená data OK";
"11.06.2025 00:15:00";0,268;"namìøená data OK";
"11.06.2025 00:30:00";0,206;"namìøená data OK";
"11.06.2025 00:45:00";0,342;"namìøená data OK";
"11.06.2025 01:00:00";0,362;"namìøená data OK";
"11.06.2025 01:15:00";0,199;"namìøená data OK";
"11.06.2025 01:30:00";0,237;"namìøená data OK";
"11.06.2025 01:45:00";0,4;"namìøená data OK";
"11.06.2025 02:00:00";0,242;"namìøená data OK";
"11.06.2025 02:15:00";0,268;"namìøená data OK";
"11.06.2025 02:30:00";0,317;"namìøená data OK";
"11.06.2025 02:45:00";0,322;"namìøená data OK";
"11.06.2025 03:00:00";0,25;"namìøená data OK";
"11.06.2025 03:15:00";0,209;"namìøená data OK";
"11.06.2025 03:30:00";0,388;"namìøená data OK";
"11.06.2025 03:45:00";0,302;"namìøená data OK";
"11.06.2025 04:00:00";0,218;"namìøená data OK";
"11.06.2025 04:15:00";0,343;"namìøená data OK";
"11.06.2025 04:30:00";0,364;"namìøená data OK";
"11.06.2025 04:45:00";0,191;"namìøená data OK";
"11.06.2025 05:00:00";0,212;"namìøená data OK";
"11.06.2025 05:15:00";0,435;"namìøená data OK";
"11.06.2025 05:30:00";0,149;"namìøená data OK";
"11.06.2025 05:45:00";0,128;"namìøená data OK";
"11.06.2025 06:00:00";0,247;"namìøená data OK";
"11.06.2025 06:15:00";0,072;"namìøená data OK";
"11.06.2025 06:30:00";0,005;"namìøená data OK";
"11.06.2025 06:45:00";0,043;"namìøená data OK";
"11.06.2025 07:00:00";0,016;"namìøená data OK";
"11.06.2025 07:15:00";0,011;"namìøená data OK";
"11.06.2025 07:30:00";0,01;"namìøená data OK";
"11.06.2025 07:45:00";0,07;"namìøená data OK";
"11.06.2025 08:00:00";0,056;"namìøená data OK";
"11.06.2025 08:15:00";0,001;"namìøená data OK";
"11.06.2025 08:30:00";0;"namìøená data OK";
"11.06.2025 08:45:00";0;"namìøená data OK";
"11.06.2025 09:00:00";0;"namìøená data OK";
"11.06.2025 09:15:00";0,003;"namìøená data OK";
"11.06.2025 09:30:00";0,02;"namìøená data OK";
"11.06.2025 09:45:00";0,001;"namìøená data OK";
"11.06.2025 10:00:00";0;"namìøená data OK";
"11.06.2025 10:15:00";0;"namìøená data OK";
"11.06.2025 10:30:00";0,001;"namìøená data OK";
"11.06.2025 10:45:00";0;"namìøená data OK";
"11.06.2025 11:00:00";0,001;"namìøená data OK";
"11.06.2025 11:15:00";0;"namìøená data OK";
"11.06.2025 11:30:00";0;"namìøená data OK";
"11.06.2025 11:45:00";0;"namìøená data OK";
"11.06.2025 12:00:00";0;"namìøená data OK";
"11.06.2025 12:15:00";0;"namìøená data OK";
"11.06.2025 12:30:00";0;"namìøená data OK";
"11.06.2025 12:45:00";0;"namìøená data OK";
"11.06.2025 13:00:00";0;"namìøená data OK";
"11.06.2025 13:15:00";0;"namìøená data OK";
"11.06.2025 13:30:00";0;"namìøená data OK";
"11.06.2025 13:45:00";0,006;"namìøená data OK";
"11.06.2025 14:00:00";0;"namìøená data OK";
"11.06.2025 14:15:00";0;"namìøená data OK";
"11.06.2025 14:30:00";0,001;"namìøená data OK";
"11.06.2025 14:45:00";0;"namìøená data OK";
"11.06.2025 15:00:00";0;"namìøená data OK";
"11.06.2025 15:15:00";0;"namìøená data OK";
"11.06.2025 15:30:00";0;"namìøená data OK";
"11.06.2025 15:45:00";0;"namìøená data OK";
"11.06.2025 16:00:00";0;"namìøená data OK";
"11.06.2025 16:15:00";0;"namìøená data OK";
"11.06.2025 16:30:00";0;"namìøená data OK";
"11.06.2025 16:45:00";0;"namìøená data OK";
"11.06.2025 17:00:00";0,001;"namìøená data OK";
"11.06.2025 17:15:00";0;"namìøená data OK";
"11.06.2025 17:30:00";0;"namìøená data OK";
"11.06.2025 17:45:00";0;"namìøená data OK";
"11.06.2025 18:00:00";0,001;"namìøená data OK";
"11.06.2025 18:15:00";0,123;"namìøená data OK";
"11.06.2025 18:30:00";0,001;"namìøená data OK";
"11.06.2025 18:45:00";0,002;"namìøená data OK";
"11.06.2025 19:00:00";0,006;"namìøená data OK";
"11.06.2025 19:15:00";0;"namìøená data OK";
"11.06.2025 19:30:00";0,008;"namìøená data OK";
"11.06.2025 19:45:00";0,22;"namìøená data OK";
"11.06.2025 20:00:00";0,128;"namìøená data OK";
"11.06.2025 20:15:00";0,195;"namìøená data OK";
"11.06.2025 20:30:00";0,265;"namìøená data OK";
"11.06.2025 20:45:00";0,34;"namìøená data OK";
"11.06.2025 21:00:00";0,178;"namìøená data OK";
"11.06.2025 21:15:00";0,233;"namìøená data OK";
"11.06.2025 21:30:00";0,389;"namìøená data OK";
"11.06.2025 21:45:00";0,185;"namìøená data OK";
"11.06.2025 22:00:00";0,172;"namìøená data OK";
"11.06.2025 22:15:00";0,394;"namìøená data OK";
"11.06.2025 22:30:00";0,25;"namìøená data OK";
"11.06.2025 22:45:00";0,301;"namìøená data OK";
"11.06.2025 23:00:00";0,461;"namìøená data OK";
"11.06.2025 23:15:00";0,374;"namìøená data OK";
"11.06.2025 23:30:00";0,207;"namìøená data OK";
"11.06.2025 23:45:00";0,267;"namìøená data OK";
"11.06.2025 24:00:00";0,438;"namìøená data OK";
"12.06.2025 00:15:00";0,27;"namìøená data OK";
"12.06.2025 00:30:00";0,314;"namìøená data OK";
"12.06.2025 00:45:00";0,383;"namìøená data OK";
"12.06.2025 01:00:00";0,373;"namìøená data OK";
"12.06.2025 01:15:00";0,302;"namìøená data OK";
"12.06.2025 01:30:00";0,29;"namìøená data OK";
"12.06.2025 01:45:00";0,441;"namìøená data OK";
"12.06.2025 02:00:00";0,307;"namìøená data OK";
"12.06.2025 02:15:00";0,227;"namìøená data OK";
"12.06.2025 02:30:00";0,334;"namìøená data OK";
"12.06.2025 02:45:00";0,308;"namìøená data OK";
"12.06.2025 03:00:00";0,208;"namìøená data OK";
"12.06.2025 03:15:00";0,304;"namìøená data OK";
"12.06.2025 03:30:00";0,39;"namìøená data OK";
"12.06.2025 03:45:00";0,195;"namìøená data OK";
"12.06.2025 04:00:00";0,228;"namìøená data OK";
"12.06.2025 04:15:00";0,463;"namìøená data OK";
"12.06.2025 04:30:00";0,229;"namìøená data OK";
"12.06.2025 04:45:00";0,189;"namìøená data OK";
"12.06.2025 05:00:00";0,371;"namìøená data OK";
"12.06.2025 05:15:00";0,219;"namìøená data OK";
"12.06.2025 05:30:00";0,044;"namìøená data OK";
"12.06.2025 05:45:00";0,106;"namìøená data OK";
"12.06.2025 06:00:00";0,133;"namìøená data OK";
"12.06.2025 06:15:00";0,014;"namìøená data OK";
"12.06.2025 06:30:00";0,215;"namìøená data OK";
