"Datum";"+A/73068189 [kW]";"Status";
"20.04.2025 10:45:00";0;"namìøená data OK";
"20.04.2025 11:00:00";0;"namìøená data OK";
"20.04.2025 11:15:00";0;"namìøená data OK";
"20.04.2025 11:30:00";0;"namìøená data OK";
"20.04.2025 11:45:00";0;"namìøená data OK";
"20.04.2025 12:00:00";0;"namìøená data OK";
"20.04.2025 12:15:00";0;"namìøená data OK";
"20.04.2025 12:30:00";0;"namìøená data OK";
"20.04.2025 12:45:00";0;"namìøená data OK";
"20.04.2025 13:00:00";0;"namìøená data OK";
"20.04.2025 13:15:00";0;"namìøená data OK";
"20.04.2025 13:30:00";0;"namìøená data OK";
"20.04.2025 13:45:00";0;"namìøená data OK";
"20.04.2025 14:00:00";0;"namìøená data OK";
"20.04.2025 14:15:00";0;"namìøená data OK";
"20.04.2025 14:30:00";0;"namìøená data OK";
"20.04.2025 14:45:00";0;"namìøená data OK";
"20.04.2025 15:00:00";0;"namìøená data OK";
"20.04.2025 15:15:00";0;"namìøená data OK";
"20.04.2025 15:30:00";0;"namìøená data OK";
"20.04.2025 15:45:00";0;"namìøená data OK";
"20.04.2025 16:00:00";0;"namìøená data OK";
"20.04.2025 16:15:00";0;"namìøená data OK";
"20.04.2025 16:30:00";0,002;"namìøená data OK";
"20.04.2025 16:45:00";0,005;"namìøená data OK";
"20.04.2025 17:00:00";0;"namìøená data OK";
"20.04.2025 17:15:00";0;"namìøená data OK";
"20.04.2025 17:30:00";0,042;"namìøená data OK";
"20.04.2025 17:45:00";0;"namìøená data OK";
"20.04.2025 18:00:00";0,001;"namìøená data OK";
"20.04.2025 18:15:00";0,111;"namìøená data OK";
"20.04.2025 18:30:00";0,157;"namìøená data OK";
"20.04.2025 18:45:00";0,048;"namìøená data OK";
"20.04.2025 19:00:00";0,136;"namìøená data OK";
"20.04.2025 19:15:00";0,282;"namìøená data OK";
"20.04.2025 19:30:00";0,292;"namìøená data OK";
"20.04.2025 19:45:00";0,201;"namìøená data OK";
"20.04.2025 20:00:00";0,181;"namìøená data OK";
"20.04.2025 20:15:00";0,372;"namìøená data OK";
"20.04.2025 20:30:00";0,251;"namìøená data OK";
"20.04.2025 20:45:00";0,164;"namìøená data OK";
"20.04.2025 21:00:00";0,261;"namìøená data OK";
"20.04.2025 21:15:00";0,331;"namìøená data OK";
"20.04.2025 21:30:00";0,16;"namìøená data OK";
"20.04.2025 21:45:00";0,17;"namìøená data OK";
"20.04.2025 22:00:00";0,431;"namìøená data OK";
"20.04.2025 22:15:00";0,408;"namìøená data OK";
"20.04.2025 22:30:00";0,34;"namìøená data OK";
"20.04.2025 22:45:00";0,425;"namìøená data OK";
"20.04.2025 23:00:00";0,475;"namìøená data OK";
"20.04.2025 23:15:00";0,299;"namìøená data OK";
"20.04.2025 23:30:00";0,334;"namìøená data OK";
"20.04.2025 23:45:00";0,439;"namìøená data OK";
"20.04.2025 24:00:00";0,381;"namìøená data OK";
"21.04.2025 00:15:00";0,21;"namìøená data OK";
"21.04.2025 00:30:00";0,22;"namìøená data OK";
"21.04.2025 00:45:00";0,408;"namìøená data OK";
"21.04.2025 01:00:00";0,274;"namìøená data OK";
"21.04.2025 01:15:00";0,342;"namìøená data OK";
"21.04.2025 01:30:00";0,394;"namìøená data OK";
"21.04.2025 01:45:00";0,453;"namìøená data OK";
"21.04.2025 02:00:00";0,302;"namìøená data OK";
"21.04.2025 02:15:00";0,205;"namìøená data OK";
"21.04.2025 02:30:00";0,382;"namìøená data OK";
"21.04.2025 02:45:00";0,311;"namìøená data OK";
"21.04.2025 03:00:00";0,21;"namìøená data OK";
"21.04.2025 03:15:00";0,269;"namìøená data OK";
"21.04.2025 03:30:00";0,423;"namìøená data OK";
"21.04.2025 03:45:00";0,193;"namìøená data OK";
"21.04.2025 04:00:00";0,223;"namìøená data OK";
"21.04.2025 04:15:00";0,505;"namìøená data OK";
"21.04.2025 04:30:00";0,412;"namìøená data OK";
"21.04.2025 04:45:00";0,297;"namìøená data OK";
"21.04.2025 05:00:00";0,349;"namìøená data OK";
"21.04.2025 05:15:00";0,466;"namìøená data OK";
"21.04.2025 05:30:00";0,295;"namìøená data OK";
"21.04.2025 05:45:00";0,332;"namìøená data OK";
"21.04.2025 06:00:00";0,397;"namìøená data OK";
"21.04.2025 06:15:00";0,309;"namìøená data OK";
"21.04.2025 06:30:00";0,016;"namìøená data OK";
"21.04.2025 06:45:00";0,016;"namìøená data OK";
"21.04.2025 07:00:00";0,039;"namìøená data OK";
"21.04.2025 07:15:00";0,013;"namìøená data OK";
"21.04.2025 07:30:00";0,014;"namìøená data OK";
"21.04.2025 07:45:00";0,209;"namìøená data OK";
"21.04.2025 08:00:00";0,009;"namìøená data OK";
"21.04.2025 08:15:00";0,003;"namìøená data OK";
"21.04.2025 08:30:00";0;"namìøená data OK";
"21.04.2025 08:45:00";0;"namìøená data OK";
"21.04.2025 09:00:00";0;"namìøená data OK";
"21.04.2025 09:15:00";0;"namìøená data OK";
"21.04.2025 09:30:00";0;"namìøená data OK";
"21.04.2025 09:45:00";0,131;"namìøená data OK";
"21.04.2025 10:00:00";0,262;"namìøená data OK";
"21.04.2025 10:15:00";0;"namìøená data OK";
"21.04.2025 10:30:00";0;"namìøená data OK";
"21.04.2025 10:45:00";0;"namìøená data OK";
"21.04.2025 11:00:00";0;"namìøená data OK";
"21.04.2025 11:15:00";0;"namìøená data OK";
"21.04.2025 11:30:00";0;"namìøená data OK";
"21.04.2025 11:45:00";0;"namìøená data OK";
"21.04.2025 12:00:00";0;"namìøená data OK";
"21.04.2025 12:15:00";0;"namìøená data OK";
"21.04.2025 12:30:00";0;"namìøená data OK";
"21.04.2025 12:45:00";0;"namìøená data OK";
"21.04.2025 13:00:00";0;"namìøená data OK";
"21.04.2025 13:15:00";0;"namìøená data OK";
"21.04.2025 13:30:00";0;"namìøená data OK";
"21.04.2025 13:45:00";0;"namìøená data OK";
"21.04.2025 14:00:00";0;"namìøená data OK";
"21.04.2025 14:15:00";0;"namìøená data OK";
"21.04.2025 14:30:00";0;"namìøená data OK";
"21.04.2025 14:45:00";0;"namìøená data OK";
"21.04.2025 15:00:00";0;"namìøená data OK";
"21.04.2025 15:15:00";0;"namìøená data OK";
"21.04.2025 15:30:00";0;"namìøená data OK";
"21.04.2025 15:45:00";0;"namìøená data OK";
"21.04.2025 16:00:00";0,001;"namìøená data OK";
"21.04.2025 16:15:00";0;"namìøená data OK";
"21.04.2025 16:30:00";0;"namìøená data OK";
"21.04.2025 16:45:00";0;"namìøená data OK";
"21.04.2025 17:00:00";0,002;"namìøená data OK";
"21.04.2025 17:15:00";0;"namìøená data OK";
"21.04.2025 17:30:00";0,001;"namìøená data OK";
"21.04.2025 17:45:00";0,038;"namìøená data OK";
"21.04.2025 18:00:00";0,113;"namìøená data OK";
"21.04.2025 18:15:00";0,016;"namìøená data OK";
"21.04.2025 18:30:00";0,009;"namìøená data OK";
"21.04.2025 18:45:00";0,154;"namìøená data OK";
"21.04.2025 19:00:00";0,151;"namìøená data OK";
"21.04.2025 19:15:00";0,207;"namìøená data OK";
"21.04.2025 19:30:00";0,275;"namìøená data OK";
"21.04.2025 19:45:00";0,34;"namìøená data OK";
"21.04.2025 20:00:00";0,214;"namìøená data OK";
"21.04.2025 20:15:00";0,233;"namìøená data OK";
"21.04.2025 20:30:00";0,308;"namìøená data OK";
"21.04.2025 20:45:00";0,284;"namìøená data OK";
"21.04.2025 21:00:00";0,188;"namìøená data OK";
"21.04.2025 21:15:00";0,176;"namìøená data OK";
"21.04.2025 21:30:00";0,376;"namìøená data OK";
"21.04.2025 21:45:00";0,248;"namìøená data OK";
"21.04.2025 22:00:00";0,316;"namìøená data OK";
"21.04.2025 22:15:00";0,486;"namìøená data OK";
"21.04.2025 22:30:00";0,465;"namìøená data OK";
"21.04.2025 22:45:00";0,291;"namìøená data OK";
"21.04.2025 23:00:00";0,308;"namìøená data OK";
"21.04.2025 23:15:00";0,513;"namìøená data OK";
"21.04.2025 23:30:00";0,336;"namìøená data OK";
"21.04.2025 23:45:00";0,28;"namìøená data OK";
"21.04.2025 24:00:00";0,394;"namìøená data OK";
"22.04.2025 00:15:00";0,383;"namìøená data OK";
"22.04.2025 00:30:00";0,215;"namìøená data OK";
"22.04.2025 00:45:00";0,289;"namìøená data OK";
"22.04.2025 01:00:00";0,352;"namìøená data OK";
"22.04.2025 01:15:00";0,37;"namìøená data OK";
"22.04.2025 01:30:00";0,358;"namìøená data OK";
"22.04.2025 01:45:00";0,323;"namìøená data OK";
"22.04.2025 02:00:00";0,483;"namìøená data OK";
"22.04.2025 02:15:00";0,272;"namìøená data OK";
"22.04.2025 02:30:00";0,181;"namìøená data OK";
"22.04.2025 02:45:00";0,306;"namìøená data OK";
"22.04.2025 03:00:00";0,379;"namìøená data OK";
"22.04.2025 03:15:00";0,222;"namìøená data OK";
"22.04.2025 03:30:00";0,226;"namìøená data OK";
"22.04.2025 03:45:00";0,429;"namìøená data OK";
"22.04.2025 04:00:00";0,258;"namìøená data OK";
"22.04.2025 04:15:00";0,32;"namìøená data OK";
"22.04.2025 04:30:00";0,425;"namìøená data OK";
"22.04.2025 04:45:00";0,455;"namìøená data OK";
"22.04.2025 05:00:00";0,28;"namìøená data OK";
"22.04.2025 05:15:00";0,306;"namìøená data OK";
"22.04.2025 05:30:00";0,446;"namìøená data OK";
"22.04.2025 05:45:00";0,373;"namìøená data OK";
"22.04.2025 06:00:00";0,324;"namìøená data OK";
"22.04.2025 06:15:00";0,262;"namìøená data OK";
"22.04.2025 06:30:00";0,231;"namìøená data OK";
"22.04.2025 06:45:00";0,015;"namìøená data OK";
"22.04.2025 07:00:00";0,013;"namìøená data OK";
"22.04.2025 07:15:00";0,014;"namìøená data OK";
"22.04.2025 07:30:00";0,012;"namìøená data OK";
"22.04.2025 07:45:00";0,01;"namìøená data OK";
"22.04.2025 08:00:00";0,2;"namìøená data OK";
"22.04.2025 08:15:00";0,012;"namìøená data OK";
"22.04.2025 08:30:00";0;"namìøená data OK";
"22.04.2025 08:45:00";0;"namìøená data OK";
"22.04.2025 09:00:00";0;"namìøená data OK";
"22.04.2025 09:15:00";0,002;"namìøená data OK";
"22.04.2025 09:30:00";0;"namìøená data OK";
"22.04.2025 09:45:00";0;"namìøená data OK";
"22.04.2025 10:00:00";0;"namìøená data OK";
"22.04.2025 10:15:00";0,015;"namìøená data OK";
"22.04.2025 10:30:00";0,001;"namìøená data OK";
"22.04.2025 10:45:00";0;"namìøená data OK";
"22.04.2025 11:00:00";0;"namìøená data OK";
"22.04.2025 11:15:00";0;"namìøená data OK";
"22.04.2025 11:30:00";0;"namìøená data OK";
"22.04.2025 11:45:00";0;"namìøená data OK";
"22.04.2025 12:00:00";0;"namìøená data OK";
"22.04.2025 12:15:00";0;"namìøená data OK";
"22.04.2025 12:30:00";0;"namìøená data OK";
"22.04.2025 12:45:00";0;"namìøená data OK";
"22.04.2025 13:00:00";0;"namìøená data OK";
"22.04.2025 13:15:00";0;"namìøená data OK";
"22.04.2025 13:30:00";0;"namìøená data OK";
"22.04.2025 13:45:00";0;"namìøená data OK";
"22.04.2025 14:00:00";0;"namìøená data OK";
"22.04.2025 14:15:00";0;"namìøená data OK";
"22.04.2025 14:30:00";0,001;"namìøená data OK";
"22.04.2025 14:45:00";0;"namìøená data OK";
"22.04.2025 15:00:00";0;"namìøená data OK";
"22.04.2025 15:15:00";0,002;"namìøená data OK";
"22.04.2025 15:30:00";0;"namìøená data OK";
"22.04.2025 15:45:00";0;"namìøená data OK";
"22.04.2025 16:00:00";0;"namìøená data OK";
"22.04.2025 16:15:00";0;"namìøená data OK";
"22.04.2025 16:30:00";0;"namìøená data OK";
"22.04.2025 16:45:00";0;"namìøená data OK";
"22.04.2025 17:00:00";0,001;"namìøená data OK";
"22.04.2025 17:15:00";0,015;"namìøená data OK";
"22.04.2025 17:30:00";0,004;"namìøená data OK";
"22.04.2025 17:45:00";0,001;"namìøená data OK";
"22.04.2025 18:00:00";0,082;"namìøená data OK";
"22.04.2025 18:15:00";0,131;"namìøená data OK";
"22.04.2025 18:30:00";0,118;"namìøená data OK";
"22.04.2025 18:45:00";0,051;"namìøená data OK";
"22.04.2025 19:00:00";0,191;"namìøená data OK";
"22.04.2025 19:15:00";0,201;"namìøená data OK";
"22.04.2025 19:30:00";0,194;"namìøená data OK";
"22.04.2025 19:45:00";0,226;"namìøená data OK";
"22.04.2025 20:00:00";0,368;"namìøená data OK";
"22.04.2025 20:15:00";0,205;"namìøená data OK";
"22.04.2025 20:30:00";0,292;"namìøená data OK";
"22.04.2025 20:45:00";0,444;"namìøená data OK";
"22.04.2025 21:00:00";0,322;"namìøená data OK";
"22.04.2025 21:15:00";0,175;"namìøená data OK";
"22.04.2025 21:30:00";0,252;"namìøená data OK";
"22.04.2025 21:45:00";0,349;"namìøená data OK";
"22.04.2025 22:00:00";0,201;"namìøená data OK";
"22.04.2025 22:15:00";0,353;"namìøená data OK";
"22.04.2025 22:30:00";0,47;"namìøená data OK";
"22.04.2025 22:45:00";0,441;"namìøená data OK";
"22.04.2025 23:00:00";0,364;"namìøená data OK";
"22.04.2025 23:15:00";0,321;"namìøená data OK";
"22.04.2025 23:30:00";0,489;"namìøená data OK";
"22.04.2025 23:45:00";0,339;"namìøená data OK";
"22.04.2025 24:00:00";0,292;"namìøená data OK";
"23.04.2025 00:15:00";0,323;"namìøená data OK";
"23.04.2025 00:30:00";0,387;"namìøená data OK";
"23.04.2025 00:45:00";0,219;"namìøená data OK";
"23.04.2025 01:00:00";0,248;"namìøená data OK";
"23.04.2025 01:15:00";0,526;"namìøená data OK";
"23.04.2025 01:30:00";0,336;"namìøená data OK";
"23.04.2025 01:45:00";0,291;"namìøená data OK";
"23.04.2025 02:00:00";0,411;"namìøená data OK";
"23.04.2025 02:15:00";0,391;"namìøená data OK";
"23.04.2025 02:30:00";0,208;"namìøená data OK";
"23.04.2025 02:45:00";0,257;"namìøená data OK";
"23.04.2025 03:00:00";0,334;"namìøená data OK";
"23.04.2025 03:15:00";0,286;"namìøená data OK";
"23.04.2025 03:30:00";0,258;"namìøená data OK";
"23.04.2025 03:45:00";0,243;"namìøená data OK";
"23.04.2025 04:00:00";0,43;"namìøená data OK";
"23.04.2025 04:15:00";0,38;"namìøená data OK";
"23.04.2025 04:30:00";0,307;"namìøená data OK";
"23.04.2025 04:45:00";0,401;"namìøená data OK";
"23.04.2025 05:00:00";0,443;"namìøená data OK";
"23.04.2025 05:15:00";0,268;"namìøená data OK";
"23.04.2025 05:30:00";0,292;"namìøená data OK";
"23.04.2025 05:45:00";0,526;"namìøená data OK";
"23.04.2025 06:00:00";0,339;"namìøená data OK";
"23.04.2025 06:15:00";0,115;"namìøená data OK";
"23.04.2025 06:30:00";0,138;"namìøená data OK";
"23.04.2025 06:45:00";0,14;"namìøená data OK";
"23.04.2025 07:00:00";0,014;"namìøená data OK";
"23.04.2025 07:15:00";0,013;"namìøená data OK";
"23.04.2025 07:30:00";0,01;"namìøená data OK";
"23.04.2025 07:45:00";0,145;"namìøená data OK";
"23.04.2025 08:00:00";0,11;"namìøená data OK";
"23.04.2025 08:15:00";0,008;"namìøená data OK";
"23.04.2025 08:30:00";0,001;"namìøená data OK";
"23.04.2025 08:45:00";0;"namìøená data OK";
"23.04.2025 09:00:00";0;"namìøená data OK";
"23.04.2025 09:15:00";0;"namìøená data OK";
"23.04.2025 09:30:00";0;"namìøená data OK";
"23.04.2025 09:45:00";0;"namìøená data OK";
"23.04.2025 10:00:00";0;"namìøená data OK";
"23.04.2025 10:15:00";0;"namìøená data OK";
"23.04.2025 10:30:00";0;"namìøená data OK";
"23.04.2025 10:45:00";0;"namìøená data OK";
"23.04.2025 11:00:00";0;"namìøená data OK";
"23.04.2025 11:15:00";0;"namìøená data OK";
"23.04.2025 11:30:00";0;"namìøená data OK";
"23.04.2025 11:45:00";0;"namìøená data OK";
"23.04.2025 12:00:00";0;"namìøená data OK";
"23.04.2025 12:15:00";0;"namìøená data OK";
"23.04.2025 12:30:00";0;"namìøená data OK";
"23.04.2025 12:45:00";0,001;"namìøená data OK";
"23.04.2025 13:00:00";0;"namìøená data OK";
"23.04.2025 13:15:00";0;"namìøená data OK";
"23.04.2025 13:30:00";0;"namìøená data OK";
"23.04.2025 13:45:00";0,305;"namìøená data OK";
"23.04.2025 14:00:00";0,072;"namìøená data OK";
"23.04.2025 14:15:00";0;"namìøená data OK";
"23.04.2025 14:30:00";0,001;"namìøená data OK";
"23.04.2025 14:45:00";0;"namìøená data OK";
"23.04.2025 15:00:00";0,001;"namìøená data OK";
"23.04.2025 15:15:00";0;"namìøená data OK";
"23.04.2025 15:30:00";0;"namìøená data OK";
"23.04.2025 15:45:00";0,001;"namìøená data OK";
"23.04.2025 16:00:00";0;"namìøená data OK";
"23.04.2025 16:15:00";0;"namìøená data OK";
"23.04.2025 16:30:00";0,002;"namìøená data OK";
"23.04.2025 16:45:00";0;"namìøená data OK";
"23.04.2025 17:00:00";0;"namìøená data OK";
"23.04.2025 17:15:00";0;"namìøená data OK";
"23.04.2025 17:30:00";0;"namìøená data OK";
"23.04.2025 17:45:00";0;"namìøená data OK";
"23.04.2025 18:00:00";0,001;"namìøená data OK";
"23.04.2025 18:15:00";0,02;"namìøená data OK";
"23.04.2025 18:30:00";0,158;"namìøená data OK";
"23.04.2025 18:45:00";0,001;"namìøená data OK";
"23.04.2025 19:00:00";0,044;"namìøená data OK";
"23.04.2025 19:15:00";0,23;"namìøená data OK";
"23.04.2025 19:30:00";0,263;"namìøená data OK";
"23.04.2025 19:45:00";0,186;"namìøená data OK";
"23.04.2025 20:00:00";0,284;"namìøená data OK";
"23.04.2025 20:15:00";0,334;"namìøená data OK";
"23.04.2025 20:30:00";0,202;"namìøená data OK";
"23.04.2025 20:45:00";0,173;"namìøená data OK";
"23.04.2025 21:00:00";0,398;"namìøená data OK";
"23.04.2025 21:15:00";0,183;"namìøená data OK";
"23.04.2025 21:30:00";0,164;"namìøená data OK";
"23.04.2025 21:45:00";0,323;"namìøená data OK";
"23.04.2025 22:00:00";0,306;"namìøená data OK";
"23.04.2025 22:15:00";0,172;"namìøená data OK";
"23.04.2025 22:30:00";0,318;"namìøená data OK";
"23.04.2025 22:45:00";0,514;"namìøená data OK";
"23.04.2025 23:00:00";0,385;"namìøená data OK";
"23.04.2025 23:15:00";0,384;"namìøená data OK";
"23.04.2025 23:30:00";0,414;"namìøená data OK";
"23.04.2025 23:45:00";0,492;"namìøená data OK";
"23.04.2025 24:00:00";0,371;"namìøená data OK";
"24.04.2025 00:15:00";0,358;"namìøená data OK";
"24.04.2025 00:30:00";0,496;"namìøená data OK";
"24.04.2025 00:45:00";0,504;"namìøená data OK";
"24.04.2025 01:00:00";0,358;"namìøená data OK";
"24.04.2025 01:15:00";0,318;"namìøená data OK";
"24.04.2025 01:30:00";0,511;"namìøená data OK";
"24.04.2025 01:45:00";0,281;"namìøená data OK";
"24.04.2025 02:00:00";0,258;"namìøená data OK";
"24.04.2025 02:15:00";0,505;"namìøená data OK";
"24.04.2025 02:30:00";0,426;"namìøená data OK";
"24.04.2025 02:45:00";0,267;"namìøená data OK";
"24.04.2025 03:00:00";0,322;"namìøená data OK";
"24.04.2025 03:15:00";0,483;"namìøená data OK";
"24.04.2025 03:30:00";0,377;"namìøená data OK";
"24.04.2025 03:45:00";0,36;"namìøená data OK";
"24.04.2025 04:00:00";0,329;"namìøená data OK";
"24.04.2025 04:15:00";0,417;"namìøená data OK";
"24.04.2025 04:30:00";0,269;"namìøená data OK";
"24.04.2025 04:45:00";0,209;"namìøená data OK";
"24.04.2025 05:00:00";0,328;"namìøená data OK";
"24.04.2025 05:15:00";0,464;"namìøená data OK";
"24.04.2025 05:30:00";0,293;"namìøená data OK";
"24.04.2025 05:45:00";0,265;"namìøená data OK";
"24.04.2025 06:00:00";0,503;"namìøená data OK";
"24.04.2025 06:15:00";0,183;"namìøená data OK";
"24.04.2025 06:30:00";0,043;"namìøená data OK";
"24.04.2025 06:45:00";0,094;"namìøená data OK";
"24.04.2025 07:00:00";0,07;"namìøená data OK";
"24.04.2025 07:15:00";0,282;"namìøená data OK";
"24.04.2025 07:30:00";0,013;"namìøená data OK";
"24.04.2025 07:45:00";0,011;"namìøená data OK";
"24.04.2025 08:00:00";0,008;"namìøená data OK";
"24.04.2025 08:15:00";0,071;"namìøená data OK";
"24.04.2025 08:30:00";0,003;"namìøená data OK";
"24.04.2025 08:45:00";0;"namìøená data OK";
"24.04.2025 09:00:00";0;"namìøená data OK";
"24.04.2025 09:15:00";0;"namìøená data OK";
"24.04.2025 09:30:00";0,001;"namìøená data OK";
"24.04.2025 09:45:00";0;"namìøená data OK";
"24.04.2025 10:00:00";0;"namìøená data OK";
"24.04.2025 10:15:00";0;"namìøená data OK";
"24.04.2025 10:30:00";0,001;"namìøená data OK";
"24.04.2025 10:45:00";0;"namìøená data OK";
"24.04.2025 11:00:00";0;"namìøená data OK";
"24.04.2025 11:15:00";0,001;"namìøená data OK";
"24.04.2025 11:30:00";0;"namìøená data OK";
"24.04.2025 11:45:00";0;"namìøená data OK";
"24.04.2025 12:00:00";0;"namìøená data OK";
"24.04.2025 12:15:00";0;"namìøená data OK";
"24.04.2025 12:30:00";0;"namìøená data OK";
"24.04.2025 12:45:00";0;"namìøená data OK";
"24.04.2025 13:00:00";0;"namìøená data OK";
"24.04.2025 13:15:00";0;"namìøená data OK";
"24.04.2025 13:30:00";0;"namìøená data OK";
"24.04.2025 13:45:00";0;"namìøená data OK";
"24.04.2025 14:00:00";0;"namìøená data OK";
"24.04.2025 14:15:00";0;"namìøená data OK";
"24.04.2025 14:30:00";0;"namìøená data OK";
"24.04.2025 14:45:00";0;"namìøená data OK";
"24.04.2025 15:00:00";0;"namìøená data OK";
"24.04.2025 15:15:00";0;"namìøená data OK";
"24.04.2025 15:30:00";0;"namìøená data OK";
"24.04.2025 15:45:00";0,001;"namìøená data OK";
"24.04.2025 16:00:00";0,008;"namìøená data OK";
"24.04.2025 16:15:00";0;"namìøená data OK";
"24.04.2025 16:30:00";0,001;"namìøená data OK";
"24.04.2025 16:45:00";0,014;"namìøená data OK";
"24.04.2025 17:00:00";0;"namìøená data OK";
"24.04.2025 17:15:00";0;"namìøená data OK";
"24.04.2025 17:30:00";0,002;"namìøená data OK";
"24.04.2025 17:45:00";0;"namìøená data OK";
"24.04.2025 18:00:00";0;"namìøená data OK";
"24.04.2025 18:15:00";0,002;"namìøená data OK";
"24.04.2025 18:30:00";0,113;"namìøená data OK";
"24.04.2025 18:45:00";0,063;"namìøená data OK";
"24.04.2025 19:00:00";0,082;"namìøená data OK";
"24.04.2025 19:15:00";0,18;"namìøená data OK";
"24.04.2025 19:30:00";0,313;"namìøená data OK";
"24.04.2025 19:45:00";0,188;"namìøená data OK";
"24.04.2025 20:00:00";0,178;"namìøená data OK";
"24.04.2025 20:15:00";0,322;"namìøená data OK";
"24.04.2025 20:30:00";0,293;"namìøená data OK";
"24.04.2025 20:45:00";0,158;"namìøená data OK";
"24.04.2025 21:00:00";0,204;"namìøená data OK";
"24.04.2025 21:15:00";0,387;"namìøená data OK";
"24.04.2025 21:30:00";0,163;"namìøená data OK";
"24.04.2025 21:45:00";0,172;"namìøená data OK";
"24.04.2025 22:00:00";0,356;"namìøená data OK";
"24.04.2025 22:15:00";0,282;"namìøená data OK";
"24.04.2025 22:30:00";0,301;"namìøená data OK";
"24.04.2025 22:45:00";0,347;"namìøená data OK";
"24.04.2025 23:00:00";0,57;"namìøená data OK";
"24.04.2025 23:15:00";0,298;"namìøená data OK";
"24.04.2025 23:30:00";0,334;"namìøená data OK";
"24.04.2025 23:45:00";0,432;"namìøená data OK";
"24.04.2025 24:00:00";0,417;"namìøená data OK";
"25.04.2025 00:15:00";0,273;"namìøená data OK";
"25.04.2025 00:30:00";0,227;"namìøená data OK";
"25.04.2025 00:45:00";0,4;"namìøená data OK";
"25.04.2025 01:00:00";0,272;"namìøená data OK";
"25.04.2025 01:15:00";0,316;"namìøená data OK";
"25.04.2025 01:30:00";0,405;"namìøená data OK";
"25.04.2025 01:45:00";0,483;"namìøená data OK";
"25.04.2025 02:00:00";0,326;"namìøená data OK";
"25.04.2025 02:15:00";0,243;"namìøená data OK";
"25.04.2025 02:30:00";0,418;"namìøená data OK";
"25.04.2025 02:45:00";0,296;"namìøená data OK";
"25.04.2025 03:00:00";0,192;"namìøená data OK";
"25.04.2025 03:15:00";0,289;"namìøená data OK";
"25.04.2025 03:30:00";0,417;"namìøená data OK";
"25.04.2025 03:45:00";0,221;"namìøená data OK";
"25.04.2025 04:00:00";0,249;"namìøená data OK";
"25.04.2025 04:15:00";0,502;"namìøená data OK";
"25.04.2025 04:30:00";0,39;"namìøená data OK";
"25.04.2025 04:45:00";0,301;"namìøená data OK";
"25.04.2025 05:00:00";0,352;"namìøená data OK";
"25.04.2025 05:15:00";0,475;"namìøená data OK";
"25.04.2025 05:30:00";0,302;"namìøená data OK";
"25.04.2025 05:45:00";0,345;"namìøená data OK";
"25.04.2025 06:00:00";0,414;"namìøená data OK";
"25.04.2025 06:15:00";0,337;"namìøená data OK";
"25.04.2025 06:30:00";0,245;"namìøená data OK";
"25.04.2025 06:45:00";0,162;"namìøená data OK";
"25.04.2025 07:00:00";0,319;"namìøená data OK";
"25.04.2025 07:15:00";0,229;"namìøená data OK";
"25.04.2025 07:30:00";0,088;"namìøená data OK";
"25.04.2025 07:45:00";0,125;"namìøená data OK";
"25.04.2025 08:00:00";0,617;"namìøená data OK";
"25.04.2025 08:15:00";0,119;"namìøená data OK";
"25.04.2025 08:30:00";0,05;"namìøená data OK";
"25.04.2025 08:45:00";0,256;"namìøená data OK";
"25.04.2025 09:00:00";0,096;"namìøená data OK";
"25.04.2025 09:15:00";0,014;"namìøená data OK";
"25.04.2025 09:30:00";0,097;"namìøená data OK";
"25.04.2025 09:45:00";0,153;"namìøená data OK";
"25.04.2025 10:00:00";0,013;"namìøená data OK";
"25.04.2025 10:15:00";0,015;"namìøená data OK";
"25.04.2025 10:30:00";0,089;"namìøená data OK";
"25.04.2025 10:45:00";0,023;"namìøená data OK";
"25.04.2025 11:00:00";0,013;"namìøená data OK";
"25.04.2025 11:15:00";0,022;"namìøená data OK";
"25.04.2025 11:30:00";0,019;"namìøená data OK";
"25.04.2025 11:45:00";0,013;"namìøená data OK";
"25.04.2025 12:00:00";0,014;"namìøená data OK";
"25.04.2025 12:15:00";0,014;"namìøená data OK";
"25.04.2025 12:30:00";0,113;"namìøená data OK";
"25.04.2025 12:45:00";0,012;"namìøená data OK";
"25.04.2025 13:00:00";0,011;"namìøená data OK";
"25.04.2025 13:15:00";0,011;"namìøená data OK";
"25.04.2025 13:30:00";0,044;"namìøená data OK";
"25.04.2025 13:45:00";0,13;"namìøená data OK";
"25.04.2025 14:00:00";0,014;"namìøená data OK";
"25.04.2025 14:15:00";0,014;"namìøená data OK";
"25.04.2025 14:30:00";0,012;"namìøená data OK";
"25.04.2025 14:45:00";0,004;"namìøená data OK";
"25.04.2025 15:00:00";0,003;"namìøená data OK";
"25.04.2025 15:15:00";0,007;"namìøená data OK";
"25.04.2025 15:30:00";0;"namìøená data OK";
"25.04.2025 15:45:00";0,072;"namìøená data OK";
"25.04.2025 16:00:00";0,126;"namìøená data OK";
"25.04.2025 16:15:00";0,003;"namìøená data OK";
"25.04.2025 16:30:00";0,005;"namìøená data OK";
"25.04.2025 16:45:00";0,254;"namìøená data OK";
"25.04.2025 17:00:00";0,067;"namìøená data OK";
"25.04.2025 17:15:00";0,015;"namìøená data OK";
"25.04.2025 17:30:00";0,13;"namìøená data OK";
"25.04.2025 17:45:00";0,163;"namìøená data OK";
